Date,Forecasted Load,Lower CI,Upper CI
2024-12-03 00:00:00+00:00,225009.58128778622,185948.49516521074,264070.6674103617
2024-12-04 00:00:00+00:00,226112.81764676824,187048.39276632003,265177.24252721644
2024-12-05 00:00:00+00:00,225828.1744681001,186761.2167219718,264895.1322142284
2024-12-06 00:00:00+00:00,220909.48565382068,181840.606377223,259978.36493041835
2024-12-07 00:00:00+00:00,191124.6459390747,152054.30889463192,230194.98298351746
2024-12-08 00:00:00+00:00,180263.44820627567,141192.00521565773,219334.89119689362
2024-12-09 00:00:00+00:00,219659.0403247381,180581.79855754419,258736.28209193202
2024-12-10 00:00:00+00:00,225009.58128778622,185927.94066624538,264091.2219093271
2024-12-11 00:00:00+00:00,226112.81764676824,187027.84002318257,265197.7952703539
2024-12-12 00:00:00+00:00,225828.1744681001,186740.6653106495,264915.6836255507
2024-12-13 00:00:00+00:00,220909.48565382068,181820.0559761524,259998.91533148897
2024-12-14 00:00:00+00:00,191124.6459390747,152033.75925992185,230215.53261822753
2024-12-15 00:00:00+00:00,180263.44820627567,141171.45616231454,219355.4402502368
2024-12-16 00:00:00+00:00,219659.0403247381,180561.25255192752,258756.82809754869
2024-12-17 00:00:00+00:00,225009.58128778622,185907.39697198,264111.76560359244
2024-12-18 00:00:00+00:00,226112.81764676824,187007.29808197782,265218.33721155865
2024-12-19 00:00:00+00:00,225828.1744681001,186720.12469916127,264936.2242370389
2024-12-20 00:00:00+00:00,220909.48565382068,181799.5163733241,260019.45493431727
2024-12-21 00:00:00+00:00,191124.6459390747,152013.22042224673,230236.07145590265
2024-12-22 00:00:00+00:00,180263.44820627567,141150.91790509046,219375.97850746088
2024-12-23 00:00:00+00:00,219659.0403247381,180540.71733762952,258777.36331184668
2024-12-24 00:00:00+00:00,225009.58128778622,185886.86406539363,264132.2985101788
2024-12-25 00:00:00+00:00,226112.81764676824,186986.76692569218,265238.8683678443
2024-12-26 00:00:00+00:00,225828.1744681001,186699.59487049896,264956.7540657013
2024-12-27 00:00:00+00:00,220909.48565382068,181778.98755173414,260039.98375590722
2024-12-28 00:00:00+00:00,191124.6459390747,151992.69236460575,230256.59951354362
2024-12-29 00:00:00+00:00,180263.44820627567,141130.39042698703,219396.50598556432
2024-12-30 00:00:00+00:00,219659.0403247381,180520.19289766432,258797.88775181188
